voiceID,duration,meanF0Hz,stdevF0Hz,HNR,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer,f1_mean,f2_mean,f3_mean,f4_mean,f1_median,f2_median,f3_median,f4_median
assets\palabrota2.wav,3.2853333333333334,119.65938180036258,31.159190308118035,4.433305080634571,0.039349631041411114,0.0003285771183954286,0.01966033669275696,0.018532530975726918,0.058981010078270876,0.1367005114986445,1.369167180517103,0.07092910683744676,0.08138051607569494,0.10532514765656771,0.21278732051234028,726.9465562383126,1741.7795002323458,2590.7255849054054,3457.9969915921783,629.3783663721671,1650.463673680136,2562.2830807779974,3132.2876041824234
assets\triste1.wav,7.573333333333333,133.67500244893384,51.08072251606752,12.167438098024698,0.029182734694335424,0.00021950375111008373,0.015245192570008023,0.016724370456870686,0.04573557771002407,0.1471148861854331,1.3523675608233063,0.07758751884240593,0.09010912413165928,0.13186014177604347,0.23276255652721778,534.9558287111355,1743.3793666352628,2882.678071883511,4082.2503200735464,438.8343891004102,1655.8638796024532,2986.0997263631493,4235.464694010387
